date,KO,PEP,zscore,signal,pos_y,pos_x,equity,ret
2018-11-23,39.49168395996094,93.51703643798828,,0,0.0,0.0,100000.0,0.0
2018-11-26,39.37083435058594,93.88166809082033,,0,0.0,0.0,100000.0,0.0
2018-11-27,39.773651123046875,94.3516616821289,,0,0.0,0.0,100000.0,0.0
2018-11-28,40.04755783081055,96.02086639404295,,0,0.0,0.0,100000.0,0.0
2018-11-29,39.77147674560547,95.83450317382812,,0,0.0,0.0,100000.0,0.0
2018-11-30,40.92451095581055,98.8083038330078,,0,0.0,0.0,100000.0,0.0
2018-12-03,40.34800338745117,96.40979766845705,,0,0.0,0.0,100000.0,0.0
2018-12-04,40.25867462158203,95.45365142822266,,0,0.0,0.0,100000.0,0.0
2018-12-06,40.09627914428711,95.4275131225586,,0,0.0,0.0,100000.0,0.0
2018-12-07,39.86079788208008,94.59444427490234,,0,0.0,0.0,100000.0,0.0
2018-12-10,39.98260116577149,94.89663696289062,,0,0.0,0.0,100000.0,0.0
2018-12-11,40.2261962890625,95.79505157470705,,0,0.0,0.0,100000.0,0.0
2018-12-12,39.96636962890625,95.55819702148438,,0,0.0,0.0,100000.0,0.0
2018-12-13,40.16937255859375,96.6607894897461,,0,0.0,0.0,100000.0,0.0
2018-12-14,40.06380462646485,93.06714630126952,,0,0.0,0.0,100000.0,0.0
2018-12-17,39.243682861328125,92.18505859375,,0,0.0,0.0,100000.0,0.0
2018-12-18,39.23556137084961,91.34382629394533,,0,0.0,0.0,100000.0,0.0
2018-12-19,38.894527435302734,89.87370300292969,,0,0.0,0.0,100000.0,0.0
2018-12-20,38.60220718383789,90.01252746582031,,0,0.0,0.0,100000.0,0.0
2018-12-21,38.6265754699707,89.36731719970703,,0,0.0,0.0,100000.0,0.0
2018-12-24,37.31925964355469,86.59858703613281,,0,0.0,0.0,100000.0,0.0
2018-12-26,38.115013122558594,88.47708129882812,,0,0.0,0.0,100000.0,0.0
2018-12-27,38.594085693359375,89.36731719970703,,0,0.0,0.0,100000.0,0.0
2018-12-28,38.326133728027344,90.13506317138672,,0,0.0,0.0,100000.0,0.0
2018-12-31,38.44792938232422,90.23308563232422,,0,0.0,0.0,100000.0,0.0
2019-01-02,38.10689926147461,89.25299072265625,,0,0.0,0.0,100000.0,0.0
2019-01-03,37.87141799926758,88.419921875,,0,0.0,0.0,100000.0,0.0
2019-01-04,38.6265754699707,90.23308563232422,,0,0.0,0.0,100000.0,0.0
2019-01-07,38.12313079833984,89.45719146728516,,0,0.0,0.0,100000.0,0.0
2019-01-08,38.55349349975586,90.31475067138672,,0,0.0,0.0,100000.0,0.0
2019-01-09,37.8145751953125,87.79102325439453,,0,0.0,0.0,100000.0,0.0
2019-01-10,38.220584869384766,88.33008575439453,,0,0.0,0.0,100000.0,0.0
2019-01-11,38.4398078918457,88.3382339477539,,0,0.0,0.0,100000.0,0.0
2019-01-14,38.28553771972656,87.6521987915039,,0,0.0,0.0,100000.0,0.0
2019-01-15,38.6265754699707,89.01612091064453,,0,0.0,0.0,100000.0,0.0
2019-01-16,38.098777770996094,88.48527526855469,,0,0.0,0.0,100000.0,0.0
2019-01-17,38.21245574951172,89.2039794921875,,0,0.0,0.0,100000.0,0.0
2019-01-18,38.6590576171875,89.89822387695312,,0,0.0,0.0,100000.0,0.0
2019-01-22,38.74837112426758,89.76751708984375,,0,0.0,0.0,100000.0,0.0
2019-01-23,39.194969177246094,90.43727111816406,,0,0.0,0.0,100000.0,0.0
2019-01-24,38.72401428222656,89.43267822265625,,0,0.0,0.0,100000.0,0.0
2019-01-25,38.46417236328125,89.31015014648438,,0,0.0,0.0,100000.0,0.0
2019-01-28,38.30176544189453,88.8772964477539,,0,0.0,0.0,100000.0,0.0
2019-01-29,38.4885368347168,89.02430725097656,,0,0.0,0.0,100000.0,0.0
2019-01-30,38.862056732177734,90.5107650756836,,0,0.0,0.0,100000.0,0.0
2019-01-31,39.08127975463867,92.021728515625,,0,0.0,0.0,100000.0,0.0
2019-02-01,39.54412460327149,91.62966918945312,,0,0.0,0.0,100000.0,0.0
2019-02-04,39.990718841552734,92.36475372314452,,0,0.0,0.0,100000.0,0.0
2019-02-05,39.99884414672851,92.20957946777344,,0,0.0,0.0,100000.0,0.0
2019-02-06,39.99884414672851,92.33209228515624,,0,0.0,0.0,100000.0,0.0
2019-02-07,40.12874221801758,92.36475372314452,,0,0.0,0.0,100000.0,0.0
2019-02-08,40.193721771240234,92.30757904052734,2.0354988008329857,-1,-1042.6561868444485,317.78783125909274,99985.75150839417,-0.00014248491605828306
2019-02-11,40.28304672241211,92.26673126220705,2.160638425580722,-1,-1042.6561868444485,317.78783125909274,99879.63536853108,-0.0010613126196704625
2019-02-12,40.32363510131836,92.93647003173828,1.8071528113674857,-1,-1042.6561868444485,317.78783125909274,100050.15047522995,0.0017072059391258776
2019-02-13,40.42919158935547,93.20597839355467,1.7940949588221307,-1,-1042.6561868444485,317.78783125909274,100025.73782772431,-0.00024400410583769183
2019-02-14,37.01882553100586,91.95638275146484,-3.2780730955751705,1,1820.0402140559493,-554.7242127624409,103147.2294667986,0.031206884416593583
2019-02-15,36.7346305847168,94.66795349121094,-4.457335587308836,1,1820.0402140559493,-554.7242127624409,101125.80929196574,-0.01959742578915824
2019-02-19,36.40169906616211,94.6842803955078,-4.343071717146022,1,1820.0402140559493,-554.7242127624409,100510.80361053656,-0.0060815897122123985
2019-02-20,36.620941162109375,94.60260009765624,-3.6713366456915755,1,1820.0402140559493,-554.7242127624409,100955.14308069841,0.004420813029051063
2019-02-21,37.238067626953125,94.8231430053711,-2.858901308619787,1,1820.0402140559493,-554.7242127624409,101955.99757300975,0.00991385343796991
2019-02-22,36.76710891723633,95.36216735839844,-3.33499816836243,1,1820.0402140559493,-554.7242127624409,100799.8239222724,-0.011339927794923765
2019-02-25,36.49103164672851,94.79045867919922,-3.2220324194155716,1,1820.0402140559493,-554.7242127624409,100614.4928347596,-0.0018386052703396327
2019-02-26,36.28803253173828,94.71694946289062,-3.182825643161079,1,1820.0402140559493,-554.7242127624409,100285.8036242072,-0.0032668177445590585
2019-02-27,36.49103164672851,94.2269058227539,-2.709697316222004,1,1820.0402140559493,-554.7242127624409,100927.10924940126,0.006394779739684386
2019-02-28,36.81582260131836,95.21331787109376,-2.5656784266617074,1,1820.0402140559493,-554.7242127624409,100971.05520094167,0.0004354226715423959
2019-03-01,36.84830474853515,95.65792083740234,-2.53884200094607,1,1820.0402140559493,-554.7242127624409,100783.54198463775,-0.0018570987094346236
2019-03-04,37.06754302978515,95.64968872070312,-2.265634661714636,1,1820.0402140559493,-554.7242127624409,101187.13102742861,0.0040045133842625535
2019-03-05,37.02693557739258,95.53440856933594,-2.1922392959977097,1,1820.0402140559493,-554.7242127624409,101177.17252229807,-9.841671593424639e-05
2019-03-06,36.905147552490234,96.05311584472656,-2.3212857307169728,1,1820.0402140559493,-554.7242127624409,100667.77393439016,-0.0050347185556667284
2019-03-07,36.76710891723633,95.59203338623048,-2.240392284292899,1,1820.0402140559493,-554.7242127624409,100672.31167094244,4.507635735762072e-05
2019-03-08,36.40983200073242,94.87571716308594,-2.2660512659588226,1,1820.0402140559493,-554.7242127624409,100419.41126832424,-0.002512114785292896
2019-03-11,37.497901916503906,95.99549102783205,-1.6814378539321757,1,1820.0402140559493,-554.7242127624409,101778.57659513957,0.013534886429313886
2019-03-12,37.392337799072266,95.97901153564452,-1.718693078951274,1,1820.0402140559493,-554.7242127624409,101595.5872295831,-0.0017979163364051365
2019-03-13,37.53036880493164,95.98722839355467,-1.58328373817744,1,1820.0402140559493,-554.7242127624409,101842.2511209982,0.0024278996572724143
2019-03-14,37.43208694458008,95.09803009033205,-1.426618412159389,1,1820.0402140559493,-554.7242127624409,102156.63401159097,0.0030869593624678338
2019-03-15,37.10444641113281,95.2297592163086,-1.636122164732935,1,1820.0402140559493,-554.7242127624409,101487.24172925699,-0.006552607070609118
2019-03-18,37.19455337524414,96.5553741455078,-1.794212536003268,1,1820.0402140559493,-554.7242127624409,100915.88932947992,-0.005629795332316667
2019-03-19,37.317413330078125,97.23052978515624,-1.793202494789597,1,1820.0402140559493,-554.7242127624409,100764.97420727878,-0.0014954545136932618
2019-03-20,37.29283905029297,97.41988372802734,-1.7907044460154955,1,1820.0402140559493,-554.7242127624409,100615.2088129457,-0.0014862842521550235
2019-03-21,37.276466369628906,98.3420639038086,-1.9182179610941466,1,1820.0402140559493,-554.7242127624409,100073.85420368981,-0.005380445120004795
2019-03-22,37.6204719543457,99.39595794677734,-1.8430035410572159,1,1820.0402140559493,-554.7242127624409,100115.33765841334,0.0004145284005858674
2019-03-25,37.7023811340332,99.50299835205078,-1.7573307110877245,1,1820.0402140559493,-554.7242127624409,100205.03775479586,0.0008959675758031249
2019-03-26,38.202022552490234,100.46633911132812,-1.585670343090945,1,1820.0402140559493,-554.7242127624409,100580.01678468352,0.00374211754508047
2019-03-27,38.177452087402344,100.35929870605467,-1.5386030091086234,1,1820.0402140559493,-554.7242127624409,100594.67545469457,0.00014574137566936152
2019-03-28,38.15288543701172,100.31812286376952,-1.5053629537077566,1,1820.0402140559493,-554.7242127624409,100572.80439975546,-0.00021741762016980193
2019-03-29,38.38221740722656,100.90272521972656,-1.4375666048238596,1,1820.0402140559493,-554.7242127624409,100665.9047262278,0.0009257008097565134
2019-04-01,38.267555236816406,100.44987487792967,-1.388624297884449,1,1820.0402140559493,-554.7242127624409,100708.42201440288,0.00042236036412424127
2019-04-02,38.144683837890625,100.18636322021484,-1.3788303826695494,1,1820.0402140559493,-554.7242127624409,100630.96742408024,-0.0007690974475954571
2019-04-03,37.82524871826172,100.08757781982422,-1.5064295236045895,1,1820.0402140559493,-554.7242127624409,100104.38131403795,-0.005232843562192446
2019-04-04,38.07096481323242,100.01348114013672,-1.3202290997608936,1,1820.0402140559493,-554.7242127624409,100592.69771043336,0.0048780721681254136
2019-04-05,38.06278610229492,100.13699340820312,-1.3143185470418302,1,1820.0402140559493,-554.7242127624409,100509.29688195835,-0.0008290942620416963
2019-04-08,38.1282958984375,100.44987487792967,-1.3000449922893904,1,1820.0402140559493,-554.7242127624409,100454.96441837044,-0.0005405715219729545
2019-04-09,38.226600646972656,100.5898208618164,-1.2395147951510979,1,1820.0402140559493,-554.7242127624409,100556.25158819625,0.001008284363169576
2019-04-10,38.202022552490234,100.48279571533205,-1.2071636719426675,1,1820.0402140559493,-554.7242127624409,100570.88790798272,0.0001455535539094388
2019-04-11,38.25935363769531,100.17816162109376,-1.1001410139093526,1,1820.0402140559493,-554.7242127624409,100844.22069667834,0.002717812225598637
2019-04-12,38.283935546875,100.6392593383789,-1.138280117481517,1,1820.0402140559493,-554.7242127624409,100633.17869169607,-0.00209275259924957
2019-04-15,38.49689865112305,101.81664276123048,-1.1905198365816636,1,1820.0402140559493,-554.7242127624409,100367.65701317682,-0.002638510300193464
2019-04-16,38.45594024658203,100.78742980957033,-1.0190901540412522,1,1820.0402140559493,-554.7242127624409,100864.0404141832,0.004945650977398186
2019-04-17,38.72623825073242,104.5749053955078,-1.4614608583900635,1,1820.0402140559493,-554.7242127624409,99254.98923874981,-0.015952674202084904
2019-04-18,38.89005661010742,104.64073944091795,-1.3504770354972233,1,1820.0402140559493,-554.7242127624409,99516.62550159989,0.002636001120515319
2019-04-22,38.824520111083984,104.1055908203125,-1.267888761944541,1,1820.0402140559493,-554.7242127624409,99694.20633516504,0.001784433833744714
2019-04-23,39.487979888916016,104.64073944091795,-0.9796965191880818,1,1820.0402140559493,-554.7242127624409,100604.8699139517,0.009134568720323255
2019-04-24,39.29959487915039,104.50080871582033,-1.0340657146879881,1,1820.0402140559493,-554.7242127624409,100339.624581774,-0.0026365058908636163
2019-04-25,39.18492126464844,103.850341796875,-0.9685391554558402,1,1820.0402140559493,-554.7242127624409,100491.74374142927,0.0015160427427280965
2019-04-26,39.528934478759766,104.07266998291016,-0.8037388059870771,1,1820.0402140559493,-554.7242127624409,100994.53079730528,0.005003267304921177
2019-04-29,39.660003662109375,104.3114242553711,-0.7550140639479591,1,1820.0402140559493,-554.7242127624409,101100.63920599048,0.0010506351962578098
2019-04-30,40.1842041015625,105.4311981201172,-0.6409919483554865,1,1820.0402140559493,-554.7242127624409,101433.53941042771,0.0032927606299200107
2019-05-01,39.79924011230469,104.76427459716795,-0.7204347962823906,1,1820.0402140559493,-554.7242127624409,101102.84809525587,-0.0032601772263290973
2019-05-02,39.63541030883789,104.42670440673828,-0.7355273701255414,1,1820.0402140559493,-554.7242127624409,100991.92962282359,-0.0010970855373706456
2019-05-03,39.905731201171875,105.11831665039062,-0.6860782895485269,1,1820.0402140559493,-554.7242127624409,101100.27046017401,0.0010727672770987073
2019-05-06,39.70095443725586,104.78898620605467,-0.7253971307086826,1,1820.0402140559493,-554.7242127624409,100910.2560864156,-0.001879464544392806
2019-05-07,39.31598281860352,103.72684478759766,-0.7408285640492022,1,1820.0402140559493,-554.7242127624409,100798.78782139407,-0.0011046277092594536
2019-05-08,39.193111419677734,103.75975799560548,-0.7947098109775957,1,1820.0402140559493,-554.7242127624409,100556.89918079019,-0.0023997177528809477
2019-05-09,38.824520111083984,103.78447723388672,-0.9791789582540535,1,1820.0402140559493,-554.7242127624409,99872.3358166024,-0.006807721496632668
2019-05-10,39.47160339355469,105.39824676513672,-0.8740241704365751,1,1820.0402140559493,-554.7242127624409,100154.85637973977,0.002828817017518803
2019-05-13,39.356929779052734,104.69840240478516,-0.8010341064216696,1,1820.0402140559493,-554.7242127624409,100334.36640170732,0.0017923246905464651
2019-05-14,39.88114929199219,104.90422821044922,-0.5306938062095183,1,1820.0402140559493,-554.7242127624409,101174.29043823676,0.00837124971883152
2019-05-15,40.28249740600586,106.5015640258789,-0.5618395668522265,1,1820.0402140559493,-554.7242127624409,101018.67929284566,-0.0015380502765778292
2019-05-16,40.61012649536133,107.25904083251952,-0.4924179097406744,0,0.0,0.0,101168.10443545623,0.0014791832922047554
2019-05-17,40.29887771606445,107.45665740966795,-0.6840005513925612,0,0.0,0.0,101168.10443545623,0.0
2019-05-20,40.01219177246094,107.02851104736328,-0.7542558958307402,0,0.0,0.0,101168.10443545623,0.0
2019-05-21,39.80742645263672,106.25455474853516,-0.7187900738601893,0,0.0,0.0,101168.10443545623,0.0
2019-05-22,40.66747283935547,107.0943832397461,-0.3541317205787818,0,0.0,0.0,101168.10443545623,0.0
2019-05-23,40.831275939941406,107.01203918457033,-0.22581932176808434,0,0.0,0.0,101168.10443545623,0.0
2019-05-24,40.63470458984375,106.62506103515624,-0.25457239260062503,0,0.0,0.0,101168.10443545623,0.0
2019-05-28,40.21697235107422,105.08537292480467,-0.20652140113338846,0,0.0,0.0,101168.10443545623,0.0
2019-05-29,39.81562042236328,105.52999114990234,-0.5182994123195734,0,0.0,0.0,101168.10443545623,0.0
2019-05-30,40.33982849121094,105.89228057861328,-0.24407676141665732,0,0.0,0.0,101168.10443545623,0.0
2019-05-31,40.24153900146485,105.39002990722656,-0.19039662853251463,0,0.0,0.0,101168.10443545623,0.0
2019-06-03,40.93777084350586,106.1969223022461,0.12366311099674718,0,0.0,0.0,101168.10443545623,0.0
2019-06-04,40.95414352416992,106.27102661132812,0.14419929044879734,0,0.0,0.0,101168.10443545623,0.0
2019-06-05,41.593021392822266,108.18122100830078,0.2065238761352859,0,0.0,0.0,101168.10443545623,0.0
2019-06-06,42.10085678100586,109.46259307861328,0.31327987292282783,0,0.0,0.0,101168.10443545623,0.0
2019-06-07,42.1745719909668,110.69839477539062,0.12599742349713766,0,0.0,0.0,101168.10443545623,0.0
2019-06-10,42.08448028564453,110.79792785644533,0.06437703112826955,0,0.0,0.0,101168.10443545623,0.0
2019-06-11,42.04352569580078,110.47447204589844,0.1326280020044053,0,0.0,0.0,101168.10443545623,0.0
2019-06-12,42.29743957519531,110.4246826171875,0.37800459552413473,0,0.0,0.0,101168.10443545623,0.0
2019-06-13,42.20664596557617,110.25881958007812,0.39382763423238304,0,0.0,0.0,101168.10443545623,0.0
2019-06-14,42.35521697998047,110.08465576171876,0.6258167283683704,0,0.0,0.0,101168.10443545623,0.0
2019-06-17,41.99201202392578,109.91047668457033,0.4109355091869223,0,0.0,0.0,101168.10443545623,0.0
2019-06-18,41.80215835571289,109.52894592285156,0.41186541862145104,0,0.0,0.0,101168.10443545623,0.0
2019-06-19,42.19837188720703,110.1842041015625,0.7261868485504022,0,0.0,0.0,101168.10443545623,0.0
2019-06-20,42.64413833618164,111.27066040039062,1.04014698386306,0,0.0,0.0,101168.10443545623,0.0
2019-06-21,42.55332946777344,111.10481262207033,1.2495363162989914,0,0.0,0.0,101168.10443545623,0.0
2019-06-24,42.8587646484375,111.25407409667967,2.3256212131932847,-1,-1072.687036783911,326.9408375842284,101151.6349271721,-0.00016279348492331813
2019-06-25,42.726688385009766,110.98041534423828,2.2342514307245076,-1,-1072.687036783911,326.9408375842284,101203.84120108242,0.0005161189332028027
2019-06-26,42.19837188720703,109.74462127685548,1.8478253662496849,-1,-1072.687036783911,326.9408375842284,101366.52791212275,0.0016075151803485177
2019-06-27,42.16537094116211,109.22208404541016,2.040600066930138,-1,-1072.687036783911,326.9408375842284,101231.08883902906,-0.0013361321126743597
2019-06-28,42.03327941894531,108.75764465332033,1.9892003715924482,-1,-1072.687036783911,326.9408375842284,101220.93749872313,-0.00010027888094810145
2019-07-01,42.59461212158203,109.37139129638672,2.6310835960080707,-1,-1072.687036783911,326.9408375842284,100819.46202683047,-0.003966328329034874
2019-07-02,42.90829086303711,109.8358383178711,2.799969746604008,-1,-1072.687036783911,326.9408375842284,100634.82960537451,-0.0018313172649822018
2019-07-03,43.007354736328125,111.12969207763672,2.160490870490525,-1,-1072.687036783911,326.9408375842284,100951.5787046109,0.0031475096691520044
2019-07-05,43.01560974121094,110.32518768310548,2.5032175723136256,-1,-1072.687036783911,326.9408375842284,100679.6983272963,-0.0026931760830619655
2019-07-08,42.924800872802734,109.94365692138672,2.431777587837228,-1,-1072.687036783911,326.9408375842284,100652.36983646231,-0.0002714399356377184
2019-07-09,42.58635711669922,109.26355743408205,2.12398541481325,-1,-1072.687036783911,326.9408375842284,100793.06177029501,0.0013978005094295032
2019-07-10,42.776214599609375,111.47801208496094,1.2847854635224647,-1,-1072.687036783911,326.9408375842284,101313.3997678915,0.005162438648627754
2019-07-11,42.95782852172851,111.42826080322266,1.56824604339457,-1,-1072.687036783911,326.9408375842284,101102.31914221242,-0.002083442330063634
2019-07-12,43.02386474609375,110.5407943725586,2.041618247214116,-1,-1072.687036783911,326.9408375842284,100741.33392220848,-0.0035704939616288955
2019-07-15,43.03212356567383,111.26238250732422,1.656107810711791,-1,-1072.687036783911,326.9408375842284,100968.39142267691,0.002253866329026133
2019-07-16,43.04037094116211,110.97210693359376,1.7536558179842958,-1,-1072.687036783911,326.9408375842284,100864.64163069746,-0.001027547240454063
2019-07-17,43.073394775390625,110.12611389160156,2.122978678494041,-1,-1072.687036783911,326.9408375842284,100552.62771807628,-0.0030933923679972164
2019-07-18,42.9495735168457,110.2090835571289,1.8421575314320924,-1,-1072.687036783911,326.9408375842284,100712.57534893727,0.0015906857383125583
2019-07-19,42.4212532043457,107.8950653076172,2.0325246913274295,-1,-1072.687036783911,326.9408375842284,100522.7506347451,-0.0018848164048480553
2019-07-22,42.28092956542969,108.05266571044922,1.7131908613140532,-1,-1072.687036783911,326.9408375842284,100724.79999087017,0.0020099863448745925
2019-07-23,44.848167419433594,108.43417358398438,4.521781251832798,-1,-1072.687036783911,326.9408375842284,98095.68772825779,-0.026101935797844145
2019-07-24,44.39414596557617,107.16522216796876,3.9741980893889246,-1,-1072.687036783911,326.9408375842284,98167.8386174266,0.0007355154017441023
2019-07-25,43.80806350708008,106.9827117919922,3.1423311073145936,-1,-1072.687036783911,326.9408375842284,98736.85157795221,0.005796327682665359
2019-07-26,44.71607971191406,108.83228302001952,3.256316654229863,-1,-1072.687036783911,326.9408375842284,98367.53473230002,-0.0037404154553238866
2019-07-29,44.56749725341797,109.08938598632812,2.8533574536096094,-1,-1072.687036783911,326.9408375842284,98610.97466857258,0.0024747996067511213
2019-07-30,44.34462356567383,108.21853637695312,2.7421087097609247,-1,-1072.687036783911,326.9408375842284,98565.33208355698,-0.0004628550236828177
2019-07-31,43.44485855102539,106.00407409667967,2.4240203789946104,-1,-1072.687036783911,326.9408375842284,98806.50019821076,0.002446784376978872
2019-08-01,42.9495735168457,105.44837188720705,2.056932777791328,-1,-1072.687036783911,326.9408375842284,99156.104288076,0.003538270145829747
2019-08-02,43.197208404541016,106.09530639648438,2.0274595436462177,-1,-1072.687036783911,326.9408375842284,99101.97886451508,-0.0005458607309104524
2019-08-05,42.63589096069336,103.17585754394533,2.2194746031836954,-1,-1072.687036783911,326.9408375842284,98749.6097569177,-0.0035556213068066445
2019-08-06,43.14767837524414,104.8760986328125,2.131469832311433,-1,-1072.687036783911,326.9408375842284,98756.5002774293,6.977769865157413e-05
2019-08-07,43.898868560791016,105.97918701171876,2.365872666892412,-1,-1072.687036783911,326.9408375842284,98311.35294176289,-0.004507524410199748
2019-08-08,44.31985092163086,107.3808364868164,2.2650655492912533,-1,-1072.687036783911,326.9408375842284,98318.02707396323,6.788770574939207e-05
2019-08-09,44.096981048583984,106.65929412841795,2.176154893136222,-1,-1072.687036783911,326.9408375842284,98321.19503466299,3.2221564997270136e-05
2019-08-12,43.91537094116211,106.4519500732422,2.0163511376675123,-1,-1072.687036783911,326.9408375842284,98448.2166035761,0.0012919042416879023
2019-08-13,44.16301727294922,107.7623519897461,1.8438415329765376,-1,-1072.687036783911,326.9408375842284,98610.99349391475,0.0016534265013057325
2019-08-14,43.742034912109375,107.09056854248048,1.638555592653982,-1,-1072.687036783911,326.9408375842284,98842.9423721781,0.002352160444237583
2019-08-15,44.46844482421875,108.4176025390625,1.815922483612129,-1,-1072.687036783911,326.9408375842284,98497.5934824123,-0.0034939155136181066
2019-08-16,44.9141960144043,109.2801742553711,1.8854515406073444,-1,-1072.687036783911,326.9408375842284,98301.45187847567,-0.001991333970729481
2019-08-19,45.14532852172851,109.95197296142578,1.8453632238197883,-1,-1072.687036783911,326.9408375842284,98273.15746573513,-0.0002878331113106425
2019-08-20,44.47670364379883,109.52894592285156,1.433052270767807,-1,-1072.687036783911,326.9408375842284,98852.07789044929,0.005890931355451823
2019-08-21,44.658294677734375,109.76119232177734,1.4715909172631414,-1,-1072.687036783911,326.9408375842284,98733.21837454116,-0.0012023977486831372
2019-08-22,44.98023986816406,110.02660369873048,1.5940812810346738,-1,-1072.687036783911,326.9408375842284,98474.64576009774,-0.0026189019126524604
2019-08-23,44.36112976074219,108.04434204101562,1.542401012778241,-1,-1072.687036783911,326.9408375842284,98490.6748599867,0.00016277387712571034
2019-08-26,45.02151870727539,110.92234802246094,1.3675946086775574,-1,-1072.687036783911,326.9408375842284,98723.2218839513,0.0023611070215041607
2019-08-27,45.17010116577149,111.76830291748048,1.2672079801827214,-1,-1072.687036783911,326.9408375842284,98840.41660876521,0.0011871039313493537
2019-08-28,45.492034912109375,112.12496948242188,1.3818029399366922,-1,-1072.687036783911,326.9408375842284,98611.69131784551,-0.0023140866739266297
2019-08-29,45.4425048828125,112.81334686279295,1.1788694667417778,-1,-1072.687036783911,326.9408375842284,98889.88021551634,0.0028210539131123813
2019-08-30,45.43425750732422,113.40218353271484,1.0288175607105117,-1,-1072.687036783911,326.9408375842284,99091.2418223547,0.002036220555627244
2019-09-03,45.64887237548828,114.0076675415039,1.0267643641616209,-1,-1072.687036783911,326.9408375842284,99058.98468435137,-0.00032552965741572404
2019-09-04,46.0368537902832,115.40936279296876,0.9780144824931843,-1,-1072.687036783911,326.9408375842284,99101.07346973952,0.00042488609712965086
2019-09-05,45.50029373168945,113.5595245361328,0.974796625309841,-1,-1072.687036783911,326.9408375842284,99071.84681996377,-0.0002949175902183798
2019-09-06,45.59109115600586,114.7203598022461,0.7764273860596264,-1,-1072.687036783911,326.9408375842284,99353.97405412658,0.0028477033912115424
2019-09-09,45.00501251220703,113.91029357910156,0.527976178770067,-1,-1072.687036783911,326.9408375842284,99717.80928837191,0.0036620098763953113
2019-09-10,44.90594482421875,113.45931243896484,0.5385907271376934,-1,-1072.687036783911,326.9408375842284,99676.6337613501,-0.00041292049349717086
2019-09-11,45.211368560791016,113.87687683105467,0.6455622769751946,-1,-1072.687036783911,326.9408375842284,99485.52853049812,-0.0019172520543734306
