date,MA,V,spread,zscore_full,signal,position
2025-02-03,561.5547485351562,343.381103515625,-31.134928284625175,-0.7469320001681624,0,-1
2025-02-04,556.7352905273438,342.7158508300781,-34.806133243089675,-1.0173202528154477,0,-1
2025-02-05,563.884765625,346.9755859375,-35.00913327672981,-1.0322714268861684,0,-1
2025-02-06,564.7510375976562,345.0293884277344,-30.783645665004656,-0.7210596517759658,0,-1
2025-02-07,560.3599243164062,345.5655517578125,-36.10019854550205,-1.1126295749288906,0,-1
2025-02-10,563.0882568359375,348.75299072265625,-38.87351463334687,-1.3168873321271166,0,-1
2025-02-11,562.3016357421875,348.83251953125,-39.79740566822261,-1.3849329153573775,0,-1
2025-02-12,562.2020263671875,349.598388671875,-41.218936164670254,-1.489630188151449,0,-1
2025-02-13,563.9047241210938,353.7160949707031,-46.6235660723753,-1.8876870805023571,0,-1
2025-02-14,562.3612670898438,351.9058837890625,-45.042525368491965,-1.77124170681065,0,-1
2025-02-18,566.1949462890625,354.8101806640625,-46.22178007451396,-1.8580951031736623,0,-1
2025-02-19,566.0855102539062,353.3182373046875,-43.756061511912435,-1.67649223948047,0,-1
2025-02-20,560.8876342773438,348.603759765625,-40.81655852267545,-1.459994635586491,0,-1
2025-02-21,555.14208984375,346.6543273925781,-43.197303812304085,-1.635339124969122,0,-1
2025-02-24,556.6257934570312,347.9771423339844,-43.99683230494679,-1.694225271210818,0,-1
2025-02-25,561.6343994140625,350.19512939453125,-42.81656174740897,-1.6072970562747693,0,-1
2025-02-26,558.8861694335938,348.7430114746094,-43.05837744983182,-1.6251070467221942,0,-1
2025-02-27,562.4210815429688,353.82550048828125,-48.29604700005359,-2.0108671264919407,1,1
2025-02-28,573.8622436523438,360.7579956054687,-48.820651930545864,-2.049504852277015,1,1
2025-03-03,572.4781494140625,359.8727722167969,-48.67681478654208,-2.038911089609723,1,1
2025-03-04,552.7125244140625,350.3343811035156,-51.97879083081523,-2.2821052296796456,1,1
2025-03-05,555.9287719726562,350.781982421875,-49.53512125629357,-2.102126298027024,1,1
2025-03-06,547.4848022460938,342.3078308105469,-43.352362463383656,-1.6467593638818483,0,1
2025-03-07,544.44775390625,343.46160888671875,-48.38087844104086,-2.017115054721939,1,1
2025-03-10,534.8386840820312,339.64227294921875,-51.39761991845512,-2.2393013575830567,1,1
2025-03-11,523.5667724609375,330.3525695800781,-46.635127691356274,-1.888538606360872,0,1
2025-03-12,522.4117431640625,331.0487365722656,-48.99176938153937,-2.0621078393330534,1,1
2025-03-13,517.6221923828125,326.7818298339844,-46.41646650648738,-1.8724339714065723,0,1
2025-03-14,525.3989868164062,330.01434326171875,-44.219121026794255,-1.7105970782233777,0,1
2025-03-17,529.7305297851562,332.7495422363281,-44.60864214602566,-1.7392857338527397,0,1
2025-03-18,527.9381103515625,332.9683532714844,-46.778738278726,-1.8991156828847584,0,1
2025-03-19,533.8131103515625,338.0409240722656,-49.65920070161292,-2.111264884618871,1,1
